record_id,hoist_load,crowd_vib,drive_temp,cable_tension,is_deviation
258,0.598933,0.662056,0.571755,0.615896,1
259,0.549501,0.359031,0.498768,0.567406,0
260,0.416667,0.434010,0.418370,0.489847,0
261,0.288369,0.247373,0.252374,0.331406,0
262,0.340023,0.322603,0.302045,0.362403,0
263,0.554322,0.534172,0.504128,0.546910,0
264,0.623257,0.663415,0.600728,0.611092,1
265,0.482511,0.530099,0.423450,0.495465,1
266,0.694719,0.660602,0.683000,0.703858,1
267,0.220796,0.222237,0.200513,0.206840,0
268,0.278059,0.255613,0.276785,0.316438,0
269,0.907371,0.875550,0.877785,0.872084,1
270,0.804090,0.790696,0.765678,0.739759,1
271,0.856700,0.360955,0.730818,0.875215,1
272,0.337660,0.231753,0.296963,0.369163,0
273,0.781105,0.844428,0.791415,0.794285,1
274,0.550777,0.451027,0.479571,0.520905,0
275,0.330059,0.146850,0.213389,0.325350,1
276,0.542275,0.665866,0.607995,0.547701,1
277,0.696275,0.261620,0.512199,0.695445,1
278,0.127197,0.119577,0.174238,0.188348,0
279,0.110184,0.251635,0.123662,0.189340,1
280,0.846676,0.541122,0.794547,0.878603,0
281,0.585347,0.329795,0.505179,0.600891,0
282,0.604883,0.409101,0.497054,0.647455,0
283,0.744686,0.661409,0.665050,0.717939,1
284,0.876674,0.597277,0.796731,0.841831,0
285,0.530105,0.289117,0.373142,0.511163,1
286,0.581619,0.538757,0.537524,0.569727,0
287,0.329446,0.200343,0.209999,0.337162,0
288,0.291596,0.364895,0.291128,0.344986,1
289,0.294049,0.127034,0.213902,0.314138,1
290,0.221677,0.214262,0.130349,0.243086,0
291,0.030925,0.091753,0.012047,0.091328,1
292,0.938293,0.591060,0.818301,0.916383,0
293,0.558447,0.449583,0.442839,0.574982,0
294,0.893944,0.656057,0.889044,0.920213,0
295,0.319646,0.329180,0.296937,0.346905,0
296,0.134689,0.197673,0.132706,0.197739,0
297,0.363649,0.341910,0.309963,0.427733,0
298,0.910410,0.327725,0.806059,0.841359,1
299,0.937718,0.786786,0.843515,0.944104,0
300,0.678179,0.552971,0.665675,0.720557,0
301,0.698382,0.450473,0.579033,0.719787,0
302,0.333127,0.411679,0.295288,0.344258,1
303,0.220323,0.221060,0.245960,0.207363,0
304,0.494904,0.469125,0.526392,0.457255,1
305,0.203253,0.218873,0.162680,0.284040,0
306,0.971293,0.733683,0.949055,0.956198,0
307,0.121137,0.257586,0.078751,0.108131,1
308,0.436470,0.335092,0.397737,0.451378,0
309,0.693119,0.609014,0.622565,0.701377,0
310,0.599246,0.736258,0.630097,0.626396,1
311,0.133001,0.080509,0.172129,0.186828,1
312,0.287148,0.365346,0.292072,0.365461,1
313,0.758566,0.483270,0.708098,0.761726,0
314,0.441916,0.525045,0.379011,0.476068,1
315,0.491343,0.329592,0.358926,0.470871,0
316,0.952546,0.688830,0.867431,1.000000,0
317,0.445284,0.199200,0.367095,0.443241,1
318,0.952209,1.000000,0.914368,0.935612,1
319,0.399291,0.210779,0.335767,0.455778,1
320,0.781785,0.550368,0.807327,0.814963,0
321,0.049422,0.152897,0.041396,0.091651,0
322,0.656592,0.318308,0.597985,0.674539,1
323,0.576013,0.382131,0.526999,0.591600,0
324,0.883375,0.571887,0.804179,0.928403,0
325,0.527304,0.612763,0.594784,0.511705,1
326,0.241634,0.263187,0.269680,0.289624,0
327,0.537074,0.374396,0.483269,0.520777,0
328,0.195570,0.126643,0.178469,0.232868,0
329,0.719947,0.604493,0.644882,0.715345,0
330,0.064721,0.146433,0.108295,0.065136,0
331,0.927575,0.621091,0.805554,0.944733,0
332,0.234644,0.167860,0.204413,0.265628,0
333,0.527471,0.399217,0.453356,0.555933,0
334,0.519791,0.211447,0.421593,0.574485,1
335,0.144692,0.126982,0.092098,0.138639,0
336,0.027507,0.123088,0.000000,0.025698,0
337,0.476279,0.357825,0.361224,0.491615,0
338,0.871473,0.384683,0.712474,0.865610,1
339,0.081502,0.166770,0.011482,0.036680,0
340,0.965590,0.973860,0.948650,0.942662,1
341,0.813455,0.617107,0.776491,0.836788,0
342,0.145645,0.116190,0.090631,0.167610,0
343,0.840936,0.531075,0.729220,0.834143,0
344,0.183197,0.191661,0.188020,0.242618,0
345,0.678639,0.375363,0.601807,0.679421,0
346,0.828988,0.637660,0.737441,0.772843,0
347,0.615444,0.658533,0.612241,0.618241,1
348,0.170660,0.214479,0.213389,0.208872,0
349,0.458540,0.362722,0.370251,0.429643,0
350,0.291333,0.326544,0.263623,0.299000,0
351,0.586054,0.668178,0.580524,0.624340,1
352,0.872830,0.571800,0.821302,0.916226,0
353,0.961700,0.680384,0.905902,0.992336,0
354,0.464173,0.280810,0.445554,0.483829,0
355,0.503188,0.358754,0.449242,0.495548,0
356,0.414147,0.481907,0.411673,0.465322,1
357,0.851346,0.456823,0.779029,0.857808,1
358,0.633833,0.208294,0.486946,0.611201,1
359,0.271293,0.345204,0.280251,0.292013,1
360,0.705936,0.539438,0.655953,0.755748,0
361,0.100615,0.030871,0.094551,0.149468,1
362,0.172489,0.389482,0.205353,0.234049,1
363,0.228097,0.194979,0.180818,0.278353,1
364,0.730763,0.515930,0.594316,0.662052,0
365,0.535291,0.480904,0.520205,0.585805,0
366,0.739588,0.287554,0.616975,0.760378,1
367,0.603370,0.554123,0.644206,0.640385,0
368,0.702508,0.605447,0.685246,0.730656,0
369,0.721993,0.278945,0.585581,0.753073,1
370,0.785450,0.710863,0.712873,0.783674,0
371,0.444923,0.391711,0.412155,0.432203,0
372,0.393867,0.374949,0.399900,0.435489,0
373,0.003143,0.140477,0.034664,0.107358,1
374,0.790834,0.509853,0.694781,0.790920,0
375,0.829894,0.578018,0.782979,0.826851,0
376,0.512647,0.639774,0.535056,0.508560,1
377,0.390327,0.330882,0.317144,0.390058,0
378,0.941201,0.565148,0.830819,0.935695,0
379,0.633513,0.589484,0.609398,0.681842,0
380,0.141649,0.233447,0.196439,0.230541,0
381,0.172134,0.310507,0.187346,0.180522,1
382,0.384288,0.243803,0.325503,0.362420,1
383,0.600204,0.635885,0.562538,0.615052,1
384,0.564258,0.441915,0.534475,0.534790,0
385,0.897326,0.830254,0.925213,0.890681,1
386,0.711125,0.788980,0.680597,0.680682,1
387,0.720410,0.590753,0.683606,0.681068,0
388,0.256982,0.297479,0.223840,0.262320,1
389,0.345877,0.213672,0.362124,0.367686,1
390,0.860824,0.824256,0.825435,0.908323,1
391,0.074964,0.093034,0.043554,0.161122,1
392,0.620601,0.264726,0.470513,0.600871,1
393,0.606486,0.505221,0.649356,0.653244,0
394,0.544989,0.409664,0.430797,0.544775,0
395,0.361166,0.252921,0.361827,0.393219,0
396,0.551898,0.231069,0.449200,0.542338,1
397,0.763785,0.763437,0.725200,0.762112,1
398,0.167642,0.086031,0.182845,0.209109,1
399,0.919983,0.638832,0.918030,0.975565,0
400,0.320547,0.419544,0.349425,0.348756,1
401,0.751562,0.623260,0.712514,0.759773,0
402,0.023770,0.031633,0.054881,0.100084,0
403,0.755593,0.669635,0.739527,0.768404,0
404,0.287867,0.262976,0.283139,0.317640,0
405,0.073057,0.043990,0.064532,0.080947,0
406,0.189549,0.161613,0.208098,0.253039,0
407,0.594543,0.632136,0.604395,0.629142,1
408,0.056157,0.177015,0.055618,0.153858,0
409,0.669164,0.602828,0.726298,0.743832,0
410,0.725779,0.654695,0.700232,0.743298,0
411,0.625476,0.513164,0.548075,0.607401,0
412,0.176241,0.193569,0.087155,0.181869,0
413,0.747487,0.542714,0.611867,0.723552,0
414,0.580960,0.306486,0.532480,0.630809,1
415,0.063456,0.096322,0.076617,0.081922,0
416,0.199358,0.173271,0.129180,0.210157,0
417,0.585242,0.365948,0.484530,0.534463,0
418,0.055556,0.122636,0.043233,0.106374,0
419,0.344999,0.394797,0.338732,0.423293,1
420,0.882386,0.724867,0.840060,0.827727,0
421,0.395416,0.313141,0.386443,0.402011,0
422,0.092352,0.124905,0.097269,0.108629,0
423,0.469157,0.306498,0.422489,0.490752,0
424,0.920314,0.755792,0.772325,0.891455,0
425,0.687530,0.461471,0.613511,0.730066,0
426,0.277365,0.355819,0.323847,0.325834,1
427,0.647511,0.456311,0.581036,0.629113,0
428,0.955458,0.830092,0.883424,0.940669,1
429,0.424539,0.255836,0.365377,0.404270,1
430,0.142399,0.215164,0.138145,0.141504,0
431,0.861615,0.668412,0.821945,0.875724,0
432,0.207837,0.312486,0.196565,0.210066,1
433,0.000000,0.100801,0.056660,0.098880,0
434,0.150005,0.249246,0.200794,0.197492,0
435,0.564735,0.500689,0.526433,0.534552,0
436,0.582753,0.267274,0.413990,0.623266,1
437,0.451447,0.325344,0.438012,0.518418,0
438,0.539994,0.289700,0.502700,0.569100,1
439,0.697381,0.461206,0.631303,0.740840,0
440,0.561753,0.494707,0.512165,0.602561,0
441,0.024748,0.132438,0.070730,0.069419,1
442,0.685225,0.682318,0.627840,0.655387,1
443,0.908585,0.793396,0.806867,0.898883,1
444,0.631670,0.691160,0.572827,0.659163,1
445,0.196264,0.103239,0.156786,0.242293,1
446,0.365818,0.307037,0.396120,0.384767,0
447,0.062846,0.135160,0.070800,0.088906,0
448,0.782510,0.557009,0.719909,0.762152,0
449,0.111662,0.181247,0.158146,0.193146,0
450,0.893756,0.747360,0.947405,0.872112,0
451,0.150910,0.160734,0.165219,0.170321,0
452,0.815679,0.625143,0.731579,0.799666,0
453,0.159596,0.163060,0.108045,0.197837,0
454,0.775188,0.770925,0.785625,0.790834,1
455,0.621415,0.577053,0.616212,0.682887,0
456,0.575212,0.446001,0.574476,0.593448,0
457,0.815468,0.568007,0.794446,0.820981,0
458,0.417956,0.502538,0.346138,0.440342,1
459,0.617531,0.563262,0.636275,0.612652,1
460,0.723009,0.714157,0.726942,0.741030,1
461,0.023119,0.091594,0.080858,0.066336,0
462,0.318271,0.296899,0.321184,0.315655,0
463,0.594200,0.646227,0.579910,0.581157,1
464,0.734013,0.674994,0.707800,0.712120,1
465,0.792362,0.845671,0.828593,0.757564,1
466,0.741810,0.582796,0.672509,0.749836,0
467,0.513263,0.635365,0.580228,0.558990,1
468,0.837636,0.382812,0.681112,0.856814,1
469,0.265402,0.316959,0.319740,0.233547,0
470,0.390607,0.549513,0.399627,0.413283,1
471,0.506131,0.477487,0.471301,0.502607,0
472,0.459714,0.479018,0.513051,0.491367,0
473,0.095721,0.118527,0.073441,0.075221,0
474,0.068335,0.171725,0.079444,0.147511,0
475,0.932210,0.863494,0.901077,0.915462,1
476,0.690007,0.605645,0.630310,0.745933,0
477,0.243807,0.256819,0.286228,0.277283,0
478,0.285129,0.170685,0.177977,0.291026,1
479,0.204518,0.189769,0.106914,0.186793,0
480,0.593541,0.396484,0.536000,0.528816,0
481,0.864697,0.598418,0.741098,0.832307,0
482,0.161087,0.171524,0.144098,0.215440,0
483,0.764905,0.362103,0.686516,0.709353,1
484,0.728179,0.499317,0.709456,0.725190,0
485,0.547531,0.506127,0.549500,0.538457,0
486,0.975892,0.701482,0.827683,0.972093,0
487,0.677158,0.325945,0.564056,0.642656,1
488,0.234322,0.307297,0.324759,0.291049,0
489,0.165899,0.269552,0.187756,0.231001,1
490,0.391601,0.312517,0.337609,0.377652,0
491,0.727701,0.782250,0.616249,0.706756,1
492,0.245840,0.258903,0.235273,0.259146,0
493,0.542623,0.175937,0.407897,0.511497,1
494,0.066287,0.176498,0.099050,0.100987,0
495,0.765682,0.770837,0.803547,0.787908,1
496,0.634682,0.597027,0.604185,0.693755,0
497,0.711359,0.530266,0.646857,0.695008,0
498,0.456635,0.432721,0.497122,0.481660,0
499,0.569441,0.341381,0.561838,0.559182,0
500,0.318204,0.303616,0.274706,0.329094,0
501,0.013244,0.042549,0.013287,0.088765,1
502,0.716570,0.562780,0.718605,0.780630,0
503,0.211149,0.272333,0.210839,0.217849,1
504,0.837521,0.798476,0.750300,0.839424,1
505,0.719925,0.480004,0.586579,0.731780,0
506,0.690590,0.513731,0.656497,0.685383,0
507,0.601244,0.443945,0.516297,0.616696,0
508,0.537014,0.455778,0.611590,0.570178,0
509,0.639762,0.715099,0.630066,0.643677,1
510,0.122146,0.204058,0.143815,0.204956,0
511,0.570333,0.467527,0.495824,0.586153,0
512,0.234037,0.343958,0.250770,0.225645,1
513,0.169043,0.217750,0.158529,0.203395,0
514,0.556979,0.648993,0.542008,0.599671,1
515,0.289924,0.354178,0.227666,0.313348,1
516,0.557902,0.426306,0.535384,0.564590,0
517,0.583381,0.441832,0.540337,0.604092,0
518,0.940083,0.720960,0.845350,0.890856,0
519,0.699705,0.470864,0.603855,0.738666,0
520,0.910041,0.883062,0.933396,0.890967,1
521,0.912435,0.619826,0.817737,0.944821,0
522,0.887093,0.779251,0.869729,0.852618,1
523,0.728166,0.531554,0.716711,0.765235,0
524,0.812333,0.850549,0.852226,0.865494,1
525,0.660036,0.652115,0.669934,0.701226,1
526,0.851318,0.934537,0.805604,0.818106,1
527,0.737115,0.537936,0.639913,0.724907,0
528,0.798445,0.624409,0.708751,0.799513,0
529,0.245589,0.255953,0.202971,0.290387,0
530,0.159211,0.217519,0.107898,0.163079,0
531,0.913623,0.453221,0.808099,0.951931,1
532,0.483973,0.479450,0.474282,0.520723,1
533,0.271804,0.196154,0.253529,0.324778,0
534,0.553547,0.470457,0.529054,0.589650,0
535,0.664884,0.460472,0.572369,0.671327,0
536,0.221393,0.141211,0.198201,0.220207,1
537,0.047378,0.103653,0.026347,0.040570,0
538,0.750688,0.474509,0.685280,0.736195,0
539,0.112398,0.073694,0.100049,0.116797,1
540,0.122343,0.135170,0.069930,0.207443,0
541,0.558623,0.501383,0.508352,0.543460,0
542,0.265691,0.309913,0.272729,0.330684,0
543,0.000000,0.058941,0.036887,0.073124,0
544,0.507687,0.433480,0.439348,0.510904,0
545,0.494949,0.362689,0.462156,0.523612,0
546,0.880523,0.969042,0.894753,0.897351,1
547,0.550006,0.432158,0.552030,0.598878,0
548,0.347063,0.297804,0.376554,0.309320,0
549,0.529589,0.143249,0.396937,0.540388,1
550,0.110980,0.173651,0.090454,0.134705,0
551,0.867507,0.798860,0.862329,0.895607,1
552,0.826818,0.543155,0.710464,0.826020,0
553,0.689784,0.410064,0.629615,0.740963,0
554,0.257452,0.276196,0.193037,0.327580,0
555,0.347444,0.366446,0.312404,0.351081,0
556,0.734334,0.590367,0.716635,0.738618,0
557,0.248879,0.187755,0.264528,0.290403,0
558,0.853499,0.524387,0.780241,0.878335,0
559,0.548424,0.579295,0.562293,0.554520,0
560,0.486519,0.416468,0.428016,0.524983,0
561,0.944880,0.768158,0.885767,0.981986,0
562,0.175218,0.234652,0.193220,0.239816,1
563,0.718719,0.745034,0.772521,0.733251,1
564,0.471588,0.419074,0.446326,0.471020,0
565,0.000000,0.113758,0.000000,0.065125,0
566,0.566430,0.420491,0.497735,0.554118,0
567,0.052383,0.092214,0.062746,0.055878,0
568,0.159363,0.274901,0.087740,0.163091,1
569,0.160183,0.201485,0.151135,0.218668,0
570,0.174510,0.254083,0.180725,0.143960,1
571,0.335133,0.213286,0.239358,0.313348,0
572,0.473962,0.385145,0.382217,0.440927,0
573,0.434177,0.394401,0.462043,0.450561,0
574,0.527922,0.483449,0.532894,0.585423,0
575,0.527918,0.451983,0.482319,0.558354,0
576,0.577257,0.609176,0.509348,0.586721,1
577,0.354956,0.099593,0.297965,0.393340,1
578,0.274109,0.257930,0.271214,0.337287,0
579,0.819246,0.772994,0.773899,0.799302,1
580,0.398142,0.258786,0.368146,0.435078,0
